@relation autores

@attribute texto string
@attribute class-att {franciscoz, fabiolag, fernandob}


@data
"Tribunal Electoral tiene diferendo con la Cámara de Diputados por la negativa a no elegir como presidenta a una aspirante mujer. Cámara -€œcede-€.", fabiolag
"Quinto acto: Suprema Corte admite la demanda del INE y suspende en su totalidad el plan B de la reforma electoral.", fabiolag
"Sexto acto: En Cámara de Diputados el relevo de las y los consejeros electorales toma tintes morenistas.", fabiolag
"Seis de los 20 finalistas al INE no cumplen con los estándares de autonomía e independencia que requiere el cargo de consejera o consejero.", fabiolag
"En su voto particular, María Esther Azuela Gómez, integrante del Comité Técnico de Evaluación, consideró que en algunos de los aspirantes -€œes pública y notoria la cercanía, e incluso parentesco, con actores del Estado que integran otros poderes de la Unión; y, en algunos otros, su propio currículum vitae deja en evidencia su trabajo de varios años dedicados a diversos partidos políticos o actualmente en cargos de otros poderes federales o estatales-€.", fabiolag
"Azuela consideró que era relevante que los aspirantes tuvieran un perfil académico y de investigación amplia sobre derecho electoral, algo que no se refleja en la lista final.", fabiolag
"Específicamente, María Esther Azuela votó en contra de Bertha Alcalde Luján, Guadalupe Ãlvarez Rascón, Guadalupe Taddei Zavala, Zircey Bautista Arreola, Netzaí Sandoval Ballesteros y Víctor Mejía Naranjo.", fabiolag
"Así que pronto se elegirán a cuatro consejeros o consejeras ligados al oficialismo y con línea directa desde Palacio Nacional, y lo que no se pudo lograr por la vía de las leyes, se intentará imponer desde el interior del INE-€¦", fabiolag
"Si ocurren en la escuela, -¿qué esperamos que pase fuera de ella?", fabiolag
"-€œEl maestro pide a una estudiante que pase al pizarrón a completar una operación, y al avanzar hacia el frente, los compañeros comienzan a chiflarle. Ella jala hacia abajo su falda pensando que tal vez está demasiado corta y eso es lo que provoca esa ag", fabiolag
"-€œEn los festivales a veces tenemos que ponernos ciertos trajecitos para bailar con los niños. Entonces, un maestro empezó a tomar fotos y enviarlas a una compañera: -¡Ay qué bien se te veían las piernas!, -¡ay qué bien te veías bailando! Sí hubo reporte", fabiolag
"-€œEn la escuela, yo me siento incómoda por un niño que a veces me maltrata, me dice que me va a golpear o que un día va a hacerle daño a mis seres queridos, yo le tengo miedo y me siento incómoda en el salón-€, estudiante de tercero de primaria, Yucatán", fabiolag
"La escuela debe ser un espacio donde se aprenden hábitos, reglas de convivencia, disciplina, valores cívicos, tradiciones, formas de comportamiento y de pensar, además de conocimiento académicos. Las y los docentes deben contar con las herramientas que les permitan atender la desigualdad y violencia de género en sus comunidades escolares, a fin de crear ambientes libres de discriminación para niñas y mujeres.", fabiolag
"Para contar con evidencia de lo que sucede en las escuelas, Mexicanos Primero realizó diversos conversatorios en los que participaron niñas y mujeres -€”alumnas, maestras, figuras directivas, autoridades educativas, académicas, activistas, mamás-€”, en donde se encontraron que, aunque hay esfuerzos y avances en el camino a la igualdad, las escuelas no son todavía espacios 100% libres de discriminación por género.", fabiolag
"La escuela de educación básica es el lugar donde se forman a 11 millones 912 mil 720 niñas y jóvenes como ciudadanas y 12 millones 201 mil 060 niños y jóvenes, por lo tanto, se espera que la perspectiva de género sea un eje transversal en los aprendizajes para ayudar a la construcción de una sociedad más justa, equitativa y libre de violencia.", fabiolag
"Sin embargo, las cifras y los testimonios recopilados en el cuadernillo Escuchar(nos), perspectiva de género en la escuela, nos hablan de una desigualdad en los planteles que afecta a las mujeres.", fabiolag
"La Encuesta Nacional de Salud y Nutrición 2021 indica que la escuela es el cuarto sitio donde se ejerce mayor violencia contra las mujeres. Y la Encuesta Nacional sobre la Dinámica de las relaciones en los Hogares 2021 muestra que 32.3% de las mujeres de 15 años y más que han asistido a la escuela, experimentó algún tipo de violencia a lo largo de su vida escolar.", fabiolag
"-€œCuando iba en quinto grado tuve un maestro que me dejaba notitas en la mochila: -€˜Es que me gustas mucho-€™; me daba miedo. Era la niña que llegaba al diez para las ocho y yo no sabía ni qué hacer; así que me quedaba fuera de la escuela, esperaba a qu", fabiolag
"-€œLos tabúes que envuelven la menstruación, vulneran la dignidad de niñas, porque estos prejuicios, sistemáticamente han sido el pretexto para someterlas a situaciones de discriminación porque se cree que mientras están menstruando, están sucias, que deb", fabiolag
"-€œEn provincia he tenido la oportunidad de organizar viajes de estudio a la Ciudad de México y a las niñas no les dan permiso de asistir al viaje porque son niñas. Preguntan los padres -¿quiénes irán?, y cuando digo que vamos tres maestras y no va ningún", fabiolag
"-€œSi estamos aspirando todos para la promoción horizontal y piden hasta 200 horas de curso, pues la maestra mujer no tiene las mismas oportunidades que el hombre de hacer cursos, porque la maestra además atiende a la familia-€, maestra de primaria, Coah", fabiolag
"Estos comportamientos tienen su origen en los hogares mexicanos. Revisemos nuestras acciones, palabras y forma de pensar, porque los micromachismos son prácticas de violencia que surgen en la vida cotidiana y que son naturalizados y legitimados. Son -€œmicro-€ por su naturaleza casi imperceptible, por lo que estas conductas machistas son toleradas y reproducidas tanto por hombres como por mujeres, perpetuando roles y estereotipos de género que obstaculizan el equitativo acceso a oportunidades y el ejercicio de derechos.", fabiolag
"Simone tiene 11 años y el 8M se amarró un paliacate morado en el cuello y alzó un cartel que decía: -€œNos quitaron tanto, que nos quitaron el miedo-€.", fabiolag
"Marchó junto a su mejor amiga, compañeras del colegio, su madre y decenas de miles de mujeres que desbordaron Paseo de la Reforma y llegaron al Zócalo de la CDMX para -€œser la voz de las mujeres que ya no están-€, me dijo.", fabiolag
"Simone unió entonces su voz a la exigencia: -€œ-¡Ni una más, ni una más! -¡Ni una desaparecida más!-€. Esa tarde de tintes violetas y verdes, ella aprendió a defender derechos y libertades. Y el próximo año volverá porque quiere un México seguro para todas.", fabiolag
"Julieta sacó su pequeño tambor y se lo colgó, tomó sus baquetas y su mamá le ajustó la pañoleta morada. Ella tiene 4 años y el 8M fue su primera marcha, su primera lección de sororidad.", fabiolag
"Caminó alrededor de cuatro kilómetros -€”de Tlaltenango al centro de Cuernavaca, Morelos-€”, sus pequeños pasos hoy dejan huellas de justicia, de respeto, de fuerza y valentía.", fabiolag
"Las marchas de este 2023 en todo el país retumbaron consciencias, ya dieron frutos y se sembraron más semillas en la lucha feminista. Ahí está la prueba en los contingentes de las carriolas, de los rebozos y los fulares. Fue la marcha de las niñas y, junto a ellas, de las madres que gritaron: -€œ-¡Soy la mamá de la niña que nunca vas a tocar!-€.", fabiolag
"Que llegue a los oídos de quienes gobiernan la exigencia de atención y justicia de las madres buscadoras, que están hartas de la indiferencia y omisión de las fiscalías o de los jueces corruptos y burocráticos, que no juzgan con perspectiva de género.", fabiolag
"Ellas marcharon porque sufren violencia física, verbal o emocional, porque están hartas de los insultos o de que las tundan a golpes. Ellas tienen derecho de decidir sobre sus relaciones sexuales y no -€œceder-€ sólo porque son esposas, novias o -€œsus mujeres-€. Exigen que sus padres y hermanos las respeten.", fabiolag
"Sólo durante enero y febrero de 2023 se registraron, al menos, 147 asesinatos de mujeres con crueldad extrema. Esta cifra representa un promedio de más de 18 casos cada semana y 2.5 cada día, según la organización Causa en Común. Las entidades con más casos fueron Baja California, Oaxaca, Chihuahua, Guanajuato y Guerrero.", fabiolag
"Ellas, las mujeres y niñas con discapacidad rodaron sus sillas de ruedas por las calles de difícil acceso para desafiar la discriminación, gritar por la inclusión y la libertad. Exigen su derecho a tener una vida independiente y de respeto. Son poderosas, no invisibles.", fabiolag
"Y junto a ellas caminaron las que sufren violencia verbal, porque desde el poder las llaman conservadoras o fifís. Marcharon para demostrar que son de conciencia libre, que nadie las manipula y que no buscan privilegios -€”pensar lo contrario es producto del pacto patriarcal-€”, y para exigir que el Estado garantice los derechos constitucionales a la educación, salud, empleo y vivienda digna.", fabiolag
"Y en la marea morada también iban las madres que esta vez utilizaron el chat del grupo escolar para organizar su contingente, porque quieren lo mismo que todas: un México en el que se combata a la delincuencia.", fabiolag
"Y las activistas del bloque negro que golpean vallas metálicas, lanzan gases de colores violetas, verdes y rosas, pintan de rojo y negro los muros, marchan porque han hecho suyo el hartazgo, la frustración y la tristeza de quienes perdieron a sus hijas, madres o hermanas en este México violento, olvidado por las autoridades y gobernantes que prometieron seguridad, paz, justicia e incumplieron.", fabiolag
"Y sí, sí son arropadas por mí y por el resto de las marchistas porque han hecho suya la Canción sin miedo de Vivir Quintana:", fabiolag
"Que tiemble el Estado, los cielos, las calles", fabiolag
"Que tiemblen los jueces y los judiciales", fabiolag
"Hoy a las mujeres nos quitan la calma", fabiolag
"Nos sembraron miedo, nos crecieron alas.", fabiolag
"A cada minuto, de cada semana", fabiolag
"Nos roban amigas, nos matan hermanas", fabiolag
"Destrozan sus cuerpos, los desaparecen", fabiolag
"No olvide sus nombres, por favor, señor Presidente.", fabiolag
"Por todas las compas marchando en Reforma", fabiolag
